biome,sample,Firmicutes,Bacteroidetes,Unassigned,Proteobacteria,Chordata,Actinobacteria,Cyanobacteria,Verrucomicrobia,Tenericutes,Fusobacteria,Euryarchaeota,Others
gut,ERR675623,0.571428571,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0.142857143
gut,ERR1135470,0.571129927,0.133461672,0.156066235,0.006557278,0,0.003083124,0.002225865,0.006030891,0.014513242,0,0.001879954,0.105051812
gut,ERR878260,0.571083035,0.039514877,0.193911947,0.005703797,0,0.188190996,0.000274468,0,0.000248737,0.000669017,0,0.000403126
gut,ERR2560661,0.570907017,0.227039361,0.057007036,0.005856627,3.80E-05,0.025328009,0,0.11264499,0.000760601,0,0,0.00041833
gut,ERR260132,0.570795866,0.13206281,0.243188834,0.004831566,0,0.047778822,0.00013421,0,0,0.000805261,0,0.000402631
gut,ERR2560568,0.570633397,0.062092131,0.073608445,0.010316699,9.60E-05,0.010028791,0,0.272744722,0,0.000239923,0,0.000239923
gut,ERR260236,0.56974481,0.095804498,0.276492215,0.012435121,0,0.01016436,0.000108131,0.004108997,0.018382353,0,0.012435121,0.000324394
gut,ERR2198658,0.569446756,0.008654838,0.187876569,0.133401019,1.66E-05,0.004976532,9.99E-05,0.00042442,0,0.081214008,0,0.013889351
gut,ERR260231,0.569178706,0.1068593,0.290121046,0.00468567,0,0.011323702,0,0.017831576,0,0,0,0
gut,ERR260209,0.568790172,0.069400374,0.282483118,0.020828248,0,0.010414124,0,0.000732243,0.035961272,0,0.010007322,0.001383126
gut,ERR260260,0.568723222,0.096143959,0.284832905,0.010282776,0,0.016366752,0,0.009425878,0.011396744,0,0.002227935,0.000599829
gut,ERR260194,0.568387097,0.065630499,0.290087977,0.020234604,0,0.042463343,0,0.002346041,0,0,0.010615836,0.000234604
gut,ERR2560563,0.568162084,0.026845152,0.08617945,0.006874096,0.000217077,0.006222865,0,0.304413893,0,0.000723589,0,0.000361795
gut,ERR2560654,0.568151908,0.184470765,0.146493702,0.001804851,0,0.019853356,0,0.061176913,0.011881933,0.000188005,0,0.005978567
gut,ERR1135406,0.568034557,0.115001647,0.176263865,0.007046894,0,0.005527693,0.002361167,0.006040195,0.030603653,0,0.006424571,0.082695757
gut,ERR1135417,0.567294716,0.172973113,0.157764975,0.016220284,0,0.00670871,0.002971556,0.008200976,0.022760303,3.89E-05,0.002530364,0.042536074
gut,ERR260237,0.566925429,0.114208422,0.255234063,0.012467655,0,0.025523406,0.000235239,0.023641496,0,0,0.001646671,0.000117619
gut,ERR525828,0.566703812,0.337747871,0.047288416,0.020001143,0,0.027358706,0.000642894,2.86E-05,0.000171438,2.86E-05,0,2.86E-05
gut,ERR2198640,0.566635834,0.2746598,0.061181804,0.003558244,0,0.081306301,0.000658317,0.001858287,0.000483321,0.000708316,0,0.008949776
gut,ERR1135465,0.566598127,0.122586817,0.169451108,0.015164496,0,0.003398446,0.002670208,0.010623715,0.031214302,1.43E-05,0.007210989,0.071067512
gut,ERR260195,0.566021708,0.083341199,0.294856064,0.005379896,0,0.013874469,0.000283152,0.006323738,0.011231713,0,0.018593676,9.44E-05
gut,ERR1135716,0.565989848,0.144670051,0.185279188,0.010152284,0,0.010152284,0,0.002538071,0.005076142,0,0.005076142,0.07106599
gut,ERR525753,0.565664145,0.187665437,0.059067509,0.141332666,0,0.034786052,0.000187582,0.001375602,0.006669585,2.08E-05,0.002501094,0.000729486
gut,ERR260162,0.565623655,0.075490256,0.315731235,0.014016106,0,0.013462839,0.000245897,0.001352431,0.01081945,0,0.003135182,0.000122948
gut,ERR525901,0.56540221,0.2991062,0.057484693,0.011851643,0,0.037835175,8.45E-05,2.82E-05,0.027827433,0,0,0.000380041
gut,ERR1135704,0.565359477,0.163398693,0.163398693,0.019607843,0,0.003267974,0.013071895,0.016339869,0.016339869,0,0,0.039215686
gut,ERR260140,0.565120428,0.162949747,0.253493904,0.005501041,0,0.00505501,0,0.007879869,0,0,0,0
gut,SRR5983447,0.565088757,0.256541749,0.127679158,0.02695595,0.000197239,0.019921105,0.000262985,0.001512163,6.57E-05,0.000460224,0,0.001314924
gut,ERR1135464,0.56508329,0.129249259,0.167657108,0.013360986,0,0.003044444,0.002552547,0.010954679,0.0322259,0,0.00600912,0.069862668
gut,ERR878252,0.565005791,0.062790839,0.200321066,0.009916482,0,0.160187763,0.000325131,1.02E-05,0.000365772,0.000599459,0,0.000477536
gut,ERR2560656,0.564698051,0.190303613,0.144151474,0.002736585,3.70E-05,0.021522873,0,0.060204874,0.010243704,0.000184904,0,0.005916941
gut,ERR260146,0.56455863,0.174242424,0.199275362,0.033102767,0,0.028491436,0,0,0,0,0,0.000329381
gut,ERR1135733,0.56424581,0.184357542,0.111731844,0.022346369,0,0.016759777,0.005586592,0.022346369,0.022346369,0,0.011173184,0.039106145
gut,ERR2560655,0.563958589,0.187331111,0.148517284,0.002246008,7.02E-05,0.02217933,0,0.058431304,0.011545885,0.000175469,0,0.005544832
gut,ERR1135449,0.563949843,0.148708763,0.163113898,0.011598746,0,0.009001343,0.003627407,0.007060755,0.034855949,0,0.004776832,0.053306464
gut,ERR260229,0.563913471,0.127007539,0.222222222,0.048836447,0,0.004424779,0,0.033431662,0,0,0,0.000163881
gut,ERR695628,0.563765542,0.25874778,0.079351687,0.028374778,0,0.068072824,0.00017762,0.00026643,0.00026643,8.88E-05,0.00062167,0.00026643
gut,ERR2059929,0.563568639,0.23249426,0.104857561,0.044198742,0,0.032053105,0.000166474,0,0.000159537,0,0,0.022501682
gut,ERR525855,0.563060838,0.329354299,0.055926017,0.006229247,0,0.012623144,5.49E-05,0.000329299,0.032134135,0,0,0.000288137
gut,ERR260246,0.562925366,0.154343061,0.234052371,0.022609297,0,0.001153536,0.000230707,0.024339601,0,0,0,0.000346061
gut,ERR260155,0.562916058,0.074200357,0.272446826,0.0347459,0,0.019483682,0.000162364,0.016236402,0.01980841,0,0,0
gut,ERR2560600,0.56281407,0.00280089,0.102726748,0.004118955,0.000411896,0.001070928,0,0.317736222,0,0.006343191,0,0.001977099
gut,ERR675621,0.5625,0.177083333,0.145833333,0.010416667,0,0.03125,0,0.0625,0,0,0,0.010416667
gut,ERR525863,0.562183699,0.353362226,0.053390186,0.015769607,0,0.012945617,0.000139801,0.001761499,0.000181742,0,0,0.000265623
gut,ERR260157,0.562108072,0.169312875,0.23802535,0.014409606,0,0.007338225,0,0.008005337,0.000400267,0,0,0.000400267
gut,ERR1855543,0.562040253,0.231281144,0.155693854,0.02848545,0,0.004195699,0.001261945,2.16E-05,0.011594797,0,0.001132515,0.004292771
gut,ERR1135732,0.56185567,0.175257732,0.180412371,0.015463918,0,0.015463918,0,0.005154639,0.010309278,0,0.010309278,0.025773196
gut,ERR260239,0.561418521,0.123122267,0.229511314,0.034702415,0,0.037744818,9.51E-05,0.013310515,0,0,0,9.51E-05
gut,ERR260213,0.561165593,0.061585878,0.342560941,0.006948725,0,0.013337069,5.60E-05,0.011487812,0.000336229,0,0.002297562,0.000224152
gut,ERR675573,0.56097561,0.097560976,0.146341463,0,0,0,0,0,0.195121951,0,0,0
gut,ERR525896,0.560907336,0.323899614,0.056332046,0.007760618,0,0.028359073,0,0.022451737,9.65E-05,0,0,0.00019305
gut,ERR2560695,0.560855533,0.142771183,0.050763087,0.003336798,0,0.008369345,0,0.232810021,0,0.000601718,0,0.000492314
gut,ERR1135685,0.560606061,0.196969697,0.166666667,0.022727273,0,0.007575758,0,0,0,0,0,0.045454545
gut,ERR1135761,0.560465116,0.158139535,0.181395349,0.013953488,0,0,0,0.020930233,0.009302326,0,0.009302326,0.046511628
gut,ERR675580,0.56043956,0.120879121,0.126373626,0.010989011,0,0,0.016483516,0,0.164835165,0,0,0
gut,ERR260134,0.560413942,0.050975152,0.336100529,0.018280548,0,0.032609314,0,0,0,0.000255871,8.53E-05,0.001279354
gut,ERR1135380,0.560079876,0.140594268,0.18050238,0.008768374,0,0.004579373,0.003768599,0.012296743,0.027896641,0,0.005179947,0.056333799
gut,ERR878288,0.559443414,0.156225016,0.202706381,0.023270451,0,0.056645177,0.000187116,8.51E-06,0.000255158,0.00075697,0,0.000501812
gut,ERR675598,0.559322034,0.271186441,0.101694915,0.016949153,0,0,0,0,0,0,0,0.050847458
gut,ERR260241,0.559269543,0.095899188,0.27712516,0.002563007,0,0.011640325,0.000106792,0.024348569,0,0,0.027445536,0.00160188
gut,ERR1135412,0.558996467,0.170284171,0.158742718,0.013001187,0,0.009413241,0.00538874,0.010027148,0.022046084,0,0.010190857,0.041909387
gut,ERR260201,0.558962264,0.07586478,0.299528302,0.018180031,0,0.009139151,0,0.035573899,0,0.001179245,0.001080975,0.000491352
gut,ERR1135401,0.558804389,0.189542187,0.148422247,0.005705638,0,0.005100265,0.003723042,0.0066591,0.026636398,0,0.009655694,0.04575104
gut,ERR260171,0.558785774,0.124971683,0.270784565,0.016537038,0,0.010722646,0.001585743,0.007702182,0.00853281,0,7.55E-05,0.000302046
gut,ERR1135762,0.558333333,0.147916667,0.164583333,0.002083333,0,0.004166667,0.002083333,0.002083333,0.010416667,0,0,0.108333333
gut,ERR260173,0.558292895,0.066567127,0.297685704,0.013686699,0,0.033905686,6.22E-05,0.007714321,0.003048401,0,0.013873336,0.005163618
gut,ERR695629,0.558272385,0.261435929,0.077855195,0.031159389,0,0.069719133,0.000173108,8.66E-05,0.000129831,0.000173108,0.000519323,0.000476046
gut,ERR2560694,0.558261422,0.14076976,0.04653502,0.003123511,5.29E-05,0.008629361,0,0.242151517,0,0.000423527,0,5.29E-05
gut,ERR675551,0.558139535,0.302325581,0.11627907,0,0,0,0,0,0.023255814,0,0,0
gut,ERR1135749,0.558073654,0.192634561,0.141643059,0.039660057,0,0.014164306,0,0.011331445,0.008498584,0,0.002832861,0.031161473
gut,ERR1135696,0.558052434,0.194756554,0.149812734,0.003745318,0,0,0.011235955,0.007490637,0.02247191,0,0.007490637,0.04494382
gut,ERR260257,0.558048858,0.070661256,0.290045357,0.028805602,0,0.014800668,0.003342086,0.010742421,0.01026498,0,0.012970478,0.000318294
gut,ERR260212,0.558028355,0.061545225,0.345092867,0.007198593,0,0.013353116,0.000164853,0.011759534,0.000274755,0,0.002472799,0.000109902
gut,ERR2560561,0.557986707,0.027630498,0.084609066,0.006944963,0,0.007542379,0,0.313792846,0,0.001120155,0,0.000373385
gut,ERR1950671,0.557588847,0.050714437,0.217763551,0.135251355,0,0.006363408,0.008600243,0.007154014,0.006112729,0.000115698,0.004647216,0.005688502
gut,ERR695630,0.557444628,0.333147645,0.080997371,0.017848389,0,0.009514684,0.000178261,0.000267392,0.000155978,2.23E-05,0.000245109,0.000178261
gut,ERR1135738,0.557275542,0.114551084,0.19504644,0.018575851,0,0.012383901,0.003095975,0.015479876,0.037151703,0,0.00619195,0.040247678
gut,ERR526087,0.557120555,0.291170859,0.056513443,0.032489159,0,0.062393755,0,0,0.000208153,0,0,0.000104076
gut,ERR260259,0.556552443,0.088562167,0.319692058,0.010187543,0,0.013776337,5.79E-05,0.000231535,0.010476962,0,0,0.00046307
gut,ERR1135393,0.556543269,0.175938908,0.165438654,0.012230409,0,0.003460311,0.004056916,0.003609462,0.020284581,0,0.011395162,0.047042329
gut,ERR1135196,0.55625,0.25625,0.13125,0.00625,0,0.01875,0,0,0.00625,0,0,0.025
gut,SRR5947846,0.55601149,0.282607421,0.097895539,0.037809954,0.00017586,0.022803212,0.000703441,0.001113782,0.00011724,0.00017586,0,0.000586201
gut,ERR260149,0.556000972,0.150753158,0.242468416,0.028304179,0,0.017614189,0.002065112,0.002793975,0,0,0,0
gut,SRR5983456,0.555753408,0.255434115,0.091182611,0.030701216,0,0.02198207,0.000184207,0.044148348,0,0,0,0.000614024
gut,ERR1135206,0.555555556,0.177777778,0.2,0,0,0,0,0,0.022222222,0,0,0.044444444
gut,ERR675602,0.555555556,0.222222222,0,0.111111111,0,0,0,0,0,0,0,0.111111111
gut,ERR1135443,0.555531899,0.154171781,0.170565839,0.011910428,0,0.006262054,0.004508679,0.011797711,0.033113744,0,0.007201363,0.044936503
gut,ERR878232,0.555295097,0.003728523,0.19664348,0.001341928,0,0.241759455,0.000144385,0,4.25E-05,0,0,0.001044666
gut,ERR878255,0.555108818,0.173165807,0.167179717,0.021242989,0,0.079201256,0.000143594,1.79E-05,0.000206417,0.003257797,0,0.000475656
gut,ERR695631,0.555014434,0.336785738,0.079772582,0.018466692,0,0.008351881,0.000440732,0.000286476,0.000396659,0,0.000374623,0.000110183
gut,ERR1135403,0.554823625,0.159865813,0.162447901,0.006485717,0,0.004086612,0.004777879,0.006892345,0.040744129,0,0.008742503,0.051133476
gut,ERR1135698,0.55450237,0.137440758,0.17535545,0.014218009,0,0.004739336,0.009478673,0.009478673,0.014218009,0,0.009478673,0.071090047
gut,ERR2560693,0.554484033,0.143154126,0.050181902,0.003060576,5.77E-05,0.009181729,0,0.239129179,0,0.000461974,0,0.000288734
gut,SRR5983472,0.554416737,0.074862637,0.252588757,0.097210482,0,0.011887151,0.000264159,0.004385038,5.28E-05,0.000369822,0,0.003962384
gut,ERR260225,0.554224884,0.100275639,0.295124038,0.00855432,0,0.025472864,0,0.002471248,0.007508792,0,0.005892976,0.00047524
gut,ERR260224,0.554178631,0.083345927,0.322804896,0.005667221,0,0.001209007,0.002342451,0.014281396,0.009520931,0,0.006347287,0.000302252
gut,ERR1398109,0.554022794,0.36172404,0.04705143,0.026934818,0,0.009744066,0.000390819,0,1.58E-05,5.28E-06,0,0.000110908
gut,ERR2198653,0.554018219,0.128052637,0.178614622,0.088641584,0,0.047078012,0.000199718,0.001142832,2.22E-05,0.001375836,0,0.00085435
gut,ERR275251,0.553901718,0.060523148,0.336324833,0.011163402,0,0.015541206,0,0.017182883,0.00043778,0,0.00448725,0.00043778
gut,ERR260169,0.553543057,0.100836776,0.332909649,0.00752039,0,0.000741447,0.000423684,0,0.000317763,0,0.002542104,0.001165131
gut,ERR260222,0.553513514,0.195135135,0.235945946,0.013513514,0,0.001891892,0,0,0,0,0,0
gut,ERR1398223,0.553466083,0.353807893,0.061338512,0.025772054,0,0.004667246,0.000556436,0.000170337,6.81E-05,3.97E-05,0,0.000113558
gut,ERR878262,0.553227045,0.057223226,0.193757655,0.005989081,0,0.188557431,0.000124556,0,6.23E-05,1.04E-05,0,0.001048349
gut,ERR1135407,0.552552814,0.181704588,0.158166972,0.02202656,0,0.008150989,0.002310173,0.007918519,0.011870514,0,0.005332287,0.049966582
gut,ERR1614715,0.552491103,0.303380783,0.144128114,0,0,0,0,0,0,0,0,0
gut,ERR525879,0.552013605,0.178326531,0.05785034,0.018462585,0,0.192068027,0.000108844,9.52E-05,0.000244898,0,0,0.000829932
gut,ERR1135759,0.551928783,0.145400593,0.160237389,0.014836795,0,0.002967359,0.002967359,0.020771513,0.020771513,0,0.005934718,0.074183976
gut,ERR260181,0.551640717,0.113888717,0.314248496,0.013026487,0,0.006513244,0.000496247,0,0,0,0,0.000186093
gut,ERR260267,0.551511315,0.080471594,0.313894604,0.014321886,0,0.021443266,0.000158253,0.006250989,0.004272828,0,0.007596139,7.91E-05
gut,ERR1855541,0.551162159,0.159038061,0.150582338,0.047583576,0,0.037748764,5.03E-05,0,2.01E-05,0.053341521,1.01E-05,0.000463052
gut,ERR1855546,0.551094389,0.175912449,0.190453959,0.004682394,0,0.019155247,0.001249554,0.000892538,0.033902727,0,0.012234641,0.010422102
gut,ERR675600,0.551020408,0.326530612,0.102040816,0.020408163,0,0,0,0,0,0,0,0
gut,ERR1135405,0.550850473,0.158369511,0.161607715,0.004074443,0,0.007935378,0.004234574,0.010515266,0.035887125,0,0.013166323,0.053359192
gut,ERR525835,0.550614082,0.321592036,0.055572507,0.018517812,0,0.031505073,0.000171638,0.020081623,0.000324205,0,0.00131589,0.000305134
gut,ERR1135437,0.550353785,0.18256276,0.157749346,0.018028497,0,0.009498885,0.003343995,0.017350005,0.011679752,0,0.008238829,0.041194146
gut,ERR1950670,0.550171642,0.036521145,0.243803807,0.094196517,0,0.044842646,0.001419867,0.004798792,0.006362444,8.99E-05,0.001042434,0.01675084
gut,ERR260165,0.550016031,0.098268676,0.321016351,0.014107086,0,0.006091696,8.02E-05,0.010019237,8.02E-05,0,0,0.000320616
gut,ERR1135284,0.55,0.1,0.2,0,0,0,0,0,0.05,0,0,0.1
gut,ERR1135451,0.549897042,0.155768168,0.162824569,0.03262016,0,0.016975541,0.003842097,0.008362212,0.020566521,0,0.01308322,0.036060469
gut,ERR525730,0.549870544,0.362955587,0.048436566,0.012706632,0,0.016789484,0,0.009002191,9.96E-05,3.98E-05,0,9.96E-05
gut,ERR2198695,0.549851333,0.000863227,0.440101669,0.00194226,7.19E-05,0.003500863,4.80E-05,0.000215807,0,0.00016785,0,0.0032371
gut,ERR1135391,0.549171566,0.127085931,0.174594691,0.011194251,0,0.005701051,0.002702061,0.006740305,0.04991389,0,0.005047806,0.067848447
gut,ERR260190,0.548590041,0.073844369,0.339237908,0.023692665,0,0.005621988,0.000178476,0.005934321,8.92E-05,0,0.002454042,0.000356952
gut,ERR260197,0.548479783,0.090951834,0.327029568,0.00229861,0,0.0300909,5.22E-05,0.000156723,0.00047017,0,0,0.00047017
gut,ERR1135453,0.54835601,0.189493172,0.157247378,0.026691858,0,0.008001217,0.002688206,0.005693418,0.015862952,0.000126802,0.002459962,0.043379024
gut,ERR260216,0.548159577,0.107780472,0.251267357,0.05664536,0,0.006832709,0,0.009918448,0.011681728,0,0.007714349,0
gut,ERR1135457,0.547036358,0.154170486,0.162572563,0.01477238,0,0.006935533,0.005514818,0.007164681,0.045019859,0,0.015413993,0.041399328
gut,ERR1398170,0.546911134,0.379357395,0.041872131,0.030524969,0,0.000662169,0.000396298,5.02E-06,1.00E-05,0,1.00E-05,0.000250821
gut,ERR260234,0.546479247,0.049065111,0.293727622,0.068558547,0,0.002652168,0.000265217,0.008221721,0.003713035,0,0.025328206,0.001989126
gut,ERR878299,0.546258233,0.05062989,0.189727269,0.023896035,0,0.188392344,0.000274057,0,0.000185652,0.000114927,0,0.000521593
gut,ERR260135,0.546151226,0.114313692,0.324208106,0.002767371,0,0.009366485,0.000979223,0,0,4.26E-05,8.51E-05,0.002086172
gut,ERR260178,0.546090934,0.109162739,0.282228999,0.028070419,0,0.023634599,0.000346548,0.009634045,0.000693097,0,0,0.000138619
gut,ERR260226,0.546038961,0.077532468,0.322207792,0.007467532,0,0.010974026,0.000324675,0.00012987,0.022142857,0,0.011363636,0.001818182
gut,ERR525839,0.545993086,0.309019485,0.058108108,0.047045883,0,0.029446889,0.000864236,0.001555625,0.002718416,0.003221245,0,0.002027027
gut,ERR1398175,0.545935504,0.318101991,0.05440915,0.024520888,0,0.009889579,0.000878098,0.036111782,0.009790793,0,0,0.000362215
gut,ERR260208,0.545845272,0.099949435,0.324119333,0.012809708,0,0.009017361,0.002528232,0.004887915,0.000421372,0,0,0.000421372
gut,ERR878277,0.545633799,0.255215385,0.09943081,0.011817596,0,0.085851748,0.000289196,1.31E-05,0.000446939,0.000815007,0,0.000486375
gut,ERR1135266,0.545454545,0.333333333,0.090909091,0,0,0,0,0,0.03030303,0,0,0
gut,ERR675581,0.545454545,0.218181818,0.090909091,0.018181818,0,0,0.018181818,0.018181818,0.090909091,0,0,0
gut,ERR1135396,0.545091498,0.168658081,0.170566631,0.007377588,0,0.002421774,0.003239724,0.007730429,0.027890491,1.60E-05,0.0038171,0.063190647
gut,SRR5983322,0.544963751,0.278574734,0.096560234,0.020823693,0.005861484,0.036557149,0.000616998,0.000771248,0.00015425,0.012648465,0,0.002467993
gut,ERR260242,0.54479272,0.099797776,0.294539939,0.004752275,0,0.012537917,0,0.016481294,0.016076845,0,0.010111223,0.00091001
gut,ERR1135452,0.544408493,0.19239636,0.159069767,0.016885743,0,0.00752275,0.001921132,0.009120324,0.022548028,0,0.00586451,0.040262892
gut,ERR1135438,0.544078562,0.186404793,0.156718771,0.018739583,0,0.009955403,0.003738907,0.016712465,0.012342898,0,0.00662192,0.044686698
gut,ERR1614710,0.543960396,0.298415842,0.156237624,0.000594059,0,0.00039604,0.00019802,0,0,0,0,0.00019802
gut,ERR1135712,0.543417367,0.18767507,0.134453782,0.022408964,0,0.005602241,0.00280112,0.025210084,0.008403361,0,0.008403361,0.06162465
gut,ERR260175,0.543381991,0.073642775,0.29391504,0.010168936,0,0.036903395,0.00032803,0.010168936,0.026980482,0,0.004510415,0
gut,ERR260182,0.543310153,0.170904033,0.266981919,0.016189152,0,0.002114047,0,0.000166898,0.000222531,0,0,0.000111266
gut,ERR260256,0.543262411,0.125,0.275,0.014804965,0,0.018794326,0.000886525,0.003989362,0.013829787,0,0.004432624,0
gut,ERR1398176,0.543161229,0.299284131,0.075970858,0.076097561,0,0.002394678,1.27E-05,0.000696864,0.001849857,0.000291416,0,0.000240735
gut,ERR1135252,0.542857143,0.085714286,0.228571429,0.057142857,0,0,0,0,0.028571429,0,0,0.057142857
gut,ERR1135705,0.542328042,0.19047619,0.158730159,0.015873016,0,0.013227513,0,0.021164021,0.015873016,0,0.010582011,0.031746032
gut,SRR5983317,0.541979745,0.294021562,0.12577589,0.015354459,0.000163345,0.020336491,0.000326691,0.000653381,8.17E-05,0.000490036,0,0.000816727
gut,ERR1135472,0.541898894,0.133174625,0.173589133,0.027279093,0,0.003248845,0.001974513,0.006175606,0.017280493,0,0.00138636,0.093992438
gut,ERR260143,0.541496994,0.079115765,0.311712236,0.003587357,0,0.017548963,0.001357378,0.018033741,0.006302114,0,0.017936785,0.002908668
gut,ERR675550,0.541284404,0.330275229,0.082568807,0,0,0,0.018348624,0,0.027522936,0,0,0
gut,ERR260147,0.541215441,0.076188049,0.252643649,0.055930692,0,0.005478405,0.001528857,0.022295834,0.02433431,0.00025481,0.019365524,0.000764429
gut,ERR260205,0.541182682,0.097450596,0.329386031,0.003092472,0,0.011992759,0,0.000452557,0.015990345,0,0,0.000452557
gut,ERR1135383,0.541013489,0.178709442,0.158148013,0.004666424,0,0.005089318,0.002056143,0.007101713,0.031323369,0,0.012876413,0.059015676
gut,ERR1135674,0.540909091,0.204545455,0.138636364,0.022727273,0,0,0.004545455,0.020454545,0.011363636,0,0.004545455,0.052272727
gut,ERR1135700,0.540909091,0.204545455,0.127272727,0,0,0.013636364,0.004545455,0.013636364,0.018181818,0,0.018181818,0.059090909
gut,ERR1135420,0.54086719,0.190262888,0.148938204,0.02264254,0,0.010133151,0.002239672,0.006719017,0.013560942,0,0.010378969,0.054257426
gut,ERR260137,0.540743671,0.0967827,0.32278481,0.01068038,0,0.00039557,0.000131857,0.005933544,0.013317511,0,0.008834388,0.00039557
gut,SRR5947898,0.540659341,0.320879121,0.098901099,0.015384615,0,0.024175824,0,0,0,0,0,0
gut,ERR525725,0.540525571,0.321886475,0.054936714,0.023775822,0,0.056003446,0.001579584,0,0.000348739,0,0,0.000943648
gut,ERR1135467,0.540356481,0.148687153,0.170280457,0.008445665,0,0.003462595,0.002977065,0.007998467,0.014042037,0,0.002057114,0.101692966
gut,ERR2560556,0.540241046,0.102873136,0.053350089,0.017478723,5.71E-05,0.003769921,0.00279888,0.278917005,0,0.00034272,0,0.00017136
gut,ERR675566,0.54,0.3,0.12,0,0,0,0,0,0.04,0,0,0
gut,ERR1135708,0.539936102,0.230031949,0.143769968,0.025559105,0,0.006389776,0,0.009584665,0.009584665,0,0.003194888,0.031948882
gut,ERR1135411,0.539759136,0.202920069,0.161167478,0.01789986,0,0.003986912,0.004536831,0.011617036,0.019893316,0,0.002240919,0.035978443
gut,ERR260261,0.539501438,0.153020134,0.271332694,0.018024928,0,0.009683605,0.000287632,0.006423778,9.59E-05,0,0.001629914,0
gut,ERR1135709,0.53877551,0.167346939,0.171428571,0.028571429,0,0.004081633,0.012244898,0.028571429,0.012244898,0,0.008163265,0.028571429
gut,ERR1855556,0.538220466,0.082163783,0.14782084,0.184007163,0,0.046639285,3.89E-05,0.00081755,0,0.000136258,0,0.000155724
gut,ERR1135394,0.538179232,0.167681366,0.181593172,0.004381223,0,0.00745377,0.003328592,0.007254623,0.043385491,0,0.003214794,0.043527738
gut,ERR1614713,0.538039503,0.296452085,0.164594001,0.000365764,0,0.000548647,0,0,0,0,0,0
gut,ERR525813,0.537515944,0.234814706,0.06348418,0.129214688,0,0.019088149,2.26E-05,0.001794805,0.013128041,0.000282202,0,0.000654709
gut,ERR1398180,0.537152193,0.30063518,0.076004868,0.07147025,0,0.010219562,0,0,0.002183952,0,0.000800227,0.001533768
gut,ERR2560606,0.536722194,0.110595913,0.052721965,0.002919457,0.000114489,0.010418456,0,0.285419887,0.000114489,0.000915908,0,5.72E-05
gut,ERR260230,0.536326631,0.112865425,0.275194277,0.037128408,0,0.003453805,0.000370051,0.00012335,0.02553349,0,0.008141113,0.000863451
gut,ERR525819,0.536100527,0.344823672,0.055127685,0.02344548,0,0.008966356,0.000729631,0.00374544,0.026315363,0.000583705,0,0.00016214
gut,ERR1744189,0.535877379,0.199168061,0.207600488,0.024528643,0,0.001853778,2.26E-05,0.019080345,0.000519962,0,0.006465615,0.004883122
gut,ERR1762083,0.535443128,0.308238132,0.120201518,0.017952175,0,0.01043071,0,0.000851487,0.005747534,0,0,0.001135315
gut,ERR1135431,0.535417422,0.178435671,0.158294033,0.027018501,0,0.009920979,0.001372218,0.010583429,0.015930348,0,0.009274302,0.053753095
gut,ERR1614708,0.535378323,0.311860941,0.150306748,0.000817996,0,0.001226994,0.000408998,0,0,0,0,0
gut,SRR5947864,0.535244745,0.238654089,0.1807918,0.020203521,0.002302607,0.019237911,0.000297111,0.002748273,0,0,0,0.000519944
gut,ERR2560555,0.535045872,0.105504587,0.055902141,0.016880734,0,0.00587156,0.002201835,0.2782263,0,0.000122324,0,0.000244648
gut,ERR1135719,0.534954407,0.155015198,0.191489362,0.015197568,0,0.009118541,0,0.012158055,0.012158055,0,0.009118541,0.060790274
gut,ERR1614712,0.534901511,0.298527443,0.164849876,0.000382482,0,0.000764965,0.000382482,0,0,0,0,0.000191241
gut,ERR1135435,0.53453326,0.182620877,0.154433926,0.023984378,0,0.015239632,0.002504563,0.00751369,0.017277242,0,0.00556098,0.056331451
gut,ERR525697,0.5344049,0.171929339,0.05130024,0.016488745,0,0.218627264,1.73E-05,0.001090022,0.003252764,0,0,0.002889423
gut,ERR878274,0.534351145,0.109894687,0.221781533,0.005080003,0,0.127769779,0.000190161,0,0.000244492,0.000253547,0,0.000434653
gut,ERR1135293,0.534246575,0.301369863,0.123287671,0.01369863,0,0,0,0,0.01369863,0,0,0.01369863
gut,ERR1135699,0.533936652,0.167420814,0.180995475,0.018099548,0,0,0,0.009049774,0.009049774,0,0.009049774,0.07239819
gut,ERR526023,0.533493813,0.055177342,0.049892805,0.356452402,0,0.00453229,0.000338511,0,0,0,0,0.000112837
gut,ERR1135746,0.533333333,0.2,0.133333333,0.02962963,0,0.014814815,0.007407407,0.014814815,0.007407407,0,0.007407407,0.051851852
gut,ERR675509,0.533333333,0.266666667,0.066666667,0,0,0,0,0.133333333,0,0,0,0
gut,ERR675560,0.533333333,0.233333333,0.15,0,0,0,0,0,0.083333333,0,0,0
gut,ERR1614709,0.533295063,0.309031764,0.156333716,0.000382702,0,0.000382702,0,0,0,0,0,0.000574053
gut,ERR878265,0.533211567,0.240971481,0.171573503,0.010931877,0,0.040363853,0.000253178,0,0.000253178,0.002133931,0,0.000307431
gut,ERR2198692,0.533099142,0.130062934,0.163267586,0.038343615,3.72E-05,0.064882511,4.97E-05,0.001129579,0.000273085,0.068072641,0,0.000782016
gut,ERR1135765,0.532905297,0.155698234,0.165329053,0.001605136,0,0.001605136,0.006420546,0.008025682,0.009630819,0,0,0.118780096
