biome,sample,Firmicutes,Bacteroidetes,Unassigned,Proteobacteria,Chordata,Actinobacteria,Cyanobacteria,Verrucomicrobia,Tenericutes,Fusobacteria,Euryarchaeota,Others
gut,ERR505085,0.356037286,0.244786473,0.290700195,0.060394537,0,0.010535443,0.001647518,0.001734229,0.016041622,8.67E-05,0.014394104,0.003641882
gut,ERR1135276,0.355932203,0.406779661,0.186440678,0.050847458,0,0,0,0,0,0,0,0
gut,ERR2198676,0.355881914,0.438198897,0.048635754,0.013538095,0.100074549,0.011927837,2.98E-05,0.000820039,1.49E-05,0.030386164,0,0.000492023
gut,SRR1635864,0.355704698,0,0.604026846,0.013422819,0,0,0,0,0,0.020134228,0,0.006711409
gut,ERR1762094,0.35563071,0.354488756,0.11380007,0.001317639,0,0.000307449,0.000175685,0.174016163,0.000175685,0,0,8.78E-05
gut,ERR505083,0.355555556,0.176376376,0.354621288,0.053253253,0,0.01001001,0.008341675,0.010610611,0.002602603,0,0.014948282,0.013680347
gut,ERR1135358,0.355498721,0.352941176,0.21483376,0.023017903,0,0.002557545,0.020460358,0.010230179,0.010230179,0,0,0.010230179
gut,ERR1762091,0.354187778,0.360444112,0.114200115,0.001321761,0,0.000572763,0.000220293,0.16900912,0,0,0,4.41E-05
gut,ERR1135231,0.354166667,0.395833333,0.208333333,0,0,0,0.020833333,0,0,0,0,0.020833333
gut,ERR505094,0.354106768,0.317973425,0.256896418,0.024088896,0,0.025021369,0,0.012510685,0,0,0,0.00940244
gut,SRR5983468,0.353712341,0.418315896,0.202382453,0.011849237,0.000252111,0.012290432,0.000315139,0.000630279,0.000126056,0,0,0.000126056
gut,ERR2059937,0.353563094,0.477286296,0.105118046,0.010898236,0,0.045253731,5.43E-05,0,5.43E-05,0,0,0.007772049
gut,ERR1135291,0.352941176,0.470588235,0.176470588,0,0,0,0,0,0,0,0,0
gut,ERR1778876,0.352295257,0.011743175,0.291901784,0.049870368,0,0.056123227,0.000305018,0,0.000457526,0.004270246,0.135732805,0.097300595
gut,ERR1719035,0.352080476,0.011736016,0.292485902,0.049839963,0,0.056089011,0.000304832,0,0.000457247,0.004267642,0.135497638,0.097241274
gut,ERR1762093,0.351934524,0.364058123,0.112482493,0.00157563,0,0.000831583,4.38E-05,0.168723739,0.000131303,0,0,0.000218838
gut,ERR505100,0.351865956,0.289794364,0.301980198,0.040365575,0,0.001015486,0.000126936,0.010027926,0.001523229,0,0,0.00330033
gut,ERR675645,0.351851852,0.49382716,0.12962963,0.012345679,0,0,0,0,0,0,0,0.012345679
gut,SRR5983399,0.351508408,0.450544016,0.108308605,0.025469832,0,0.003585559,0.008654797,0.043026706,0.007171118,0.00012364,0,0.001607319
gut,SRR5983330,0.350774613,0.430484758,0.183258371,0.017841079,0,0.016241879,0.000149925,0.000649675,0,1.00E-04,0,0.00049975
gut,ERR525856,0.35015983,0.574870139,0.046999867,0.026005594,0,0.001748135,4.99E-05,0,8.32E-05,0,0,8.32E-05
gut,ERR1135296,0.350054526,0.477644493,0.126499455,0.026172301,0,0.001090513,0.00436205,0.001090513,0.003271538,0,0.002181025,0.007633588
gut,ERR1398236,0.349576652,0.583414771,0.035970886,0.025893409,0,0.003611943,0.000703625,0,7.82E-06,0.00080526,0,1.56E-05
gut,ERR675504,0.348258706,0.502487562,0.124378109,0,0,0,0,0.024875622,0,0,0,0
gut,ERR1135341,0.347962382,0.410658307,0.163009404,0.021943574,0,0.003134796,0.009404389,0.009404389,0.003134796,0,0,0.031347962
gut,SRR5983336,0.347941839,0.437026418,0.14765513,0.017612124,0,0.018431292,0.000409584,0.029899652,0,0.000204792,0,0.000819169
gut,ERR1398082,0.347900719,0.605494344,0.034449554,0.008303619,0,0.001611879,0.000132579,0,0,0.00183517,0,0.000272135
gut,ERR1135265,0.347826087,0.47826087,0.173913043,0,0,0,0,0,0,0,0,0
gut,ERR1778873,0.347678221,0.04146501,0.290778286,0.074427731,0,0.098495749,0.000130804,0,0.001046436,0.001962067,0.038718116,0.10529758
gut,ERR675627,0.347368421,0.452631579,0.147368421,0.010526316,0,0.010526316,0,0.031578947,0,0,0,0
gut,ERR1719032,0.347360167,0.041427078,0.291557763,0.074359645,0,0.098405646,0.000130685,0,0.001045478,0.001960272,0.038552013,0.105201255
gut,ERR1135194,0.346938776,0.224489796,0.244897959,0.040816327,0,0,0,0.040816327,0,0,0.020408163,0.081632653
gut,ERR1135356,0.346774194,0.387096774,0.196236559,0.01344086,0,0,0.002688172,0.021505376,0.002688172,0,0,0.029569892
gut,ERR675506,0.346666667,0.506666667,0.073333333,0.026666667,0,0,0,0.046666667,0,0,0,0
gut,ERR1719053,0.346606648,0.022160665,0.27666205,0.032548476,0,0.058171745,0,0,0.000692521,0.004501385,0.128462604,0.130193906
gut,ERR1778894,0.346606648,0.022160665,0.27666205,0.032548476,0,0.058171745,0,0,0.000692521,0.004501385,0.128462604,0.130193906
gut,ERR1135329,0.346153846,0.302884615,0.230769231,0.028846154,0,0.004807692,0.014423077,0.004807692,0.019230769,0,0.004807692,0.043269231
gut,ERR878259,0.345307699,0.412262765,0.172679538,0.035296294,0,0.028576126,0.000215785,0,0.000246612,0.005199396,0,0.000215785
gut,ERR1135355,0.34502924,0.383040936,0.213450292,0.00877193,0,0,0.005847953,0.002923977,0.020467836,0,0,0.020467836
gut,ERR1135224,0.344743276,0.356968215,0.207823961,0.056234719,0,0.002444988,0,0,0.007334963,0,0,0.024449878
gut,ERR526015,0.343975385,0.525316923,0.064590769,0.031236923,0,0.00672,0.000418462,0.002486154,0.024516923,0,0.000123077,0.000615385
gut,SRR5947857,0.343812078,0.439213349,0.15181764,0.046533572,9.93E-05,0.007449344,0.000198649,0.00864124,0,0,0.000893921,0.001340882
gut,ERR1135366,0.343537415,0.295918367,0.24829932,0.020408163,0,0.003401361,0.013605442,0.006802721,0.010204082,0,0.006802721,0.051020408
gut,ERR2198679,0.343457353,0.519915844,0.063939509,0.008146672,0,0.045795368,0,0.001407871,1.58E-05,0.016324981,3.16E-05,0.000964946
gut,ERR2198634,0.343403832,0.522518873,0.050089234,0.01582629,0.01359543,0.010220932,2.56E-05,0.000851317,5.13E-06,0.042970994,0,0.000492328
gut,ERR1135294,0.343137255,0.578431373,0.068627451,0,0,0,0,0,0.009803922,0,0,0
gut,SRR5983300,0.343067001,0.485757793,0.150125403,0.011375851,0,0.006449301,0.000179147,0.000537442,0.000358295,0,0.000806163,0.001343604
gut,ERR1135286,0.343023256,0.261627907,0.290697674,0.034883721,0,0,0,0,0.011627907,0,0,0.058139535
gut,ERR525692,0.342726856,0.27698024,0.064105967,0.30315825,0,0.008251502,0.000289526,0.002533356,0.000554926,2.41E-05,7.24E-05,0.001302869
gut,ERR525795,0.342677327,0.519603121,0.067270334,0.030697107,0,0.039431012,3.21E-05,0,6.42E-05,0,0,0.00022477
gut,ERR1135325,0.342592593,0.324074074,0.185185185,0.046296296,0,0.009259259,0,0.009259259,0.018518519,0,0.009259259,0.055555556
gut,ERR525836,0.342564589,0.528869912,0.046136512,0.024372887,0,0.005910376,0.000533713,0.051078298,0.000256973,0.000177904,0,9.88E-05
gut,ERR1398152,0.341467368,0.487873985,0.047711665,0.047855736,0,0.055617586,3.00E-05,0.017090477,4.20E-05,2.40E-05,6.00E-06,0.002281131
gut,ERR1135211,0.341463415,0.195121951,0.365853659,0,0,0,0,0.024390244,0.024390244,0,0,0.048780488
gut,SRR5947880,0.341460733,0.407652767,0.150636356,0.091673768,0,0.005772561,0.000302372,0.001127024,0,2.75E-05,0,0.001346931
gut,ERR675663,0.340909091,0.477272727,0.090909091,0.090909091,0,0,0,0,0,0,0,0
gut,ERR505106,0.340531414,0.280280814,0.279658758,0.091797743,0,0.002310495,0,0.00462099,0,0,0,0.000799787
gut,ERR525908,0.340505349,0.22193717,0.058836343,0.031027639,0,0.347403069,0.000169418,0,4.84E-05,0,0,7.26E-05
gut,ERR1398241,0.340001077,0.534440035,0.064085759,0.042619095,0,0.001580148,0.001265914,0.001310804,0.005754969,0.008358622,0,0.000583577
gut,SRR5983319,0.339692634,0.394939057,0.181703763,0.075649179,0,0.005829359,0,0.000662427,0.000132485,0,0,0.001391097
gut,ERR526011,0.339136899,0.166223248,0.067334403,0.390606049,0,0.019288705,3.91E-05,0.007590281,0.00796197,0,0.000743378,0.001075942
gut,SRR5947949,0.338983051,0.525423729,0.06779661,0.06779661,0,0,0,0,0,0,0,0
gut,ERR525991,0.338271768,0.51215318,0.061245412,0.058269123,0,0.005919508,0.000727537,0.022818215,0.000330699,0,0,0.000264559
gut,ERR525847,0.337335782,0.569882752,0.060460517,0.012092103,0,0.018590196,0.000282526,0.001243113,8.48E-05,0,0,2.83E-05
gut,ERR1719050,0.336225597,0.060195228,0.275488069,0.136117137,0,0.052603037,0,0,0.002169197,0.000542299,0.009219089,0.127440347
gut,ERR1778891,0.336225597,0.060195228,0.275488069,0.136117137,0,0.052603037,0,0,0.002169197,0.000542299,0.009219089,0.127440347
gut,ERR1611386,0.335534513,0.032643907,0.205706454,0.052703713,0,0.153251931,0.000124595,0.00024919,0.000124595,0.006105158,0.036506354,0.177049589
gut,ERR525944,0.335327487,0.375607212,0.054575685,0.124262381,0,0.109705604,8.15E-05,1.63E-05,0.000146709,3.26E-05,0,0.000244515
gut,ERR1719026,0.335324869,0.032611402,0.206248444,0.052651232,0,0.153099328,0.000124471,0.000248942,0.000124471,0.006099079,0.036470002,0.17699776
gut,ERR1778867,0.335284593,0.03263171,0.206003238,0.05268402,0,0.153194669,0.000124549,0.000249097,0.000124549,0.006102877,0.036617262,0.176983435
gut,SRR5983345,0.33495339,0.507927655,0.14038722,0.000717074,0,0.013146363,0.000557724,0.001513824,0,0.00015935,0,0.000637399
gut,SRR5947843,0.334328358,0.188331072,0.277069199,0.056716418,0.027137042,0.01275441,0.001628223,0.000542741,0,0.100678426,0,0.000814111
gut,ERR1135335,0.334246575,0.4,0.194520548,0.02739726,0,0.002739726,0,0.005479452,0.005479452,0,0,0.030136986
gut,SRR5947813,0.334245422,0.397758367,0.218585561,0.041043991,0,0.005735635,0.00099979,0.001210272,0,0,0,0.000420964
gut,ERR1398093,0.333974743,0.534726842,0.055621224,0.071048045,0,0.001616353,0.000901639,1.10E-05,5.50E-06,0.000945621,0.000148441,0.001000599
gut,SRR5947869,0.33363689,0.488533819,0.130971107,0.040276513,0,0.005298452,0.000124182,0.000538124,4.14E-05,4.14E-05,0,0.000538124
gut,ERR525786,0.333621862,0.098528503,0.06360826,0.503623099,0,0.000296773,0,9.89E-05,2.47E-05,7.42E-05,0,0.000123655
gut,ERR1135202,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333
gut,ERR1135215,0.333333333,0.506666667,0.106666667,0.053333333,0,0,0,0,0,0,0,0
gut,ERR1135235,0.333333333,0.333333333,0.166666667,0,0,0,0,0,0,0,0,0.166666667
gut,ERR1135269,0.333333333,0.5,0.166666667,0,0,0,0,0,0,0,0,0
gut,ERR1135297,0.333333333,0.416666667,0.125,0.083333333,0,0,0,0,0,0,0,0.041666667
gut,ERR1135362,0.333333333,0.316498316,0.313131313,0.015151515,0,0,0.001683502,0,0.003367003,0,0,0.016835017
gut,ERR1611425,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0
gut,ERR675552,0.333333333,0.515151515,0.090909091,0,0,0,0,0,0.060606061,0,0,0
gut,ERR675562,0.333333333,0.222222222,0.222222222,0,0,0.111111111,0,0,0.111111111,0,0,0
gut,ERR675633,0.333333333,0.461538462,0.179487179,0,0,0,0.012820513,0.012820513,0,0,0,0
gut,ERR525702,0.331800782,0.253453441,0.058958143,0.290484314,0,0.060809686,0.000811351,0,0.003203795,0.000312058,0,0.000166431
gut,ERR2198627,0.331516395,0.181288809,0.251777135,0.0490152,7.02E-05,0.077730325,0.000133461,0.061335731,2.11E-05,0.042974347,0,0.004137282
gut,ERR1398118,0.330113446,0.573068226,0.042952246,0.052079836,0,0.001311181,9.50E-05,0,0.000278705,3.17E-05,0,6.97E-05
gut,ERR505090,0.329865656,0.330761281,0.30203238,0.011436445,0,0.000344471,0.006476059,0.005098174,0.003858078,0,0.009645195,0.00048226
gut,SRR5983284,0.329158677,0.558485139,0.081255992,0.016658677,0,0.012464046,0.000239693,0.000838926,0,0.00017977,0,0.00071908
gut,SRR5983466,0.328826955,0.421589018,0.194467554,0.027454243,0.006031614,0.019966722,0,0.00031198,0,0.00062396,0,0.000727953
gut,ERR525796,0.328199724,0.516414039,0.05641566,0.093053417,0,0.005079571,2.70E-05,0,0.000621437,0,0,0.000189133
gut,ERR505096,0.328113879,0.381257414,0.2628707,0.017793594,0,0.000711744,0,0,0.006642942,0,0.002609727,0
gut,ERR525784,0.32721932,0.569500191,0.073816624,0.004798529,0,0.004170684,0.000717537,0.004865798,2.24E-05,0.014642241,0,0.000246653
gut,ERR525783,0.32694912,0.548848907,0.079851035,0.029744631,0,0.01417102,0,4.84E-05,4.84E-05,0,0,0.000338557
gut,ERR1135372,0.326315789,0.357894737,0.147368421,0.052631579,0,0.010526316,0.031578947,0,0.031578947,0,0,0.042105263
gut,SRR5947884,0.325013037,0.467895011,0.165305058,0.033373892,6.95E-05,0.006744307,0.000278116,0.000556232,0,0.000104293,0,0.000660525
gut,ERR1135205,0.324324324,0.396396396,0.225225225,0,0,0.009009009,0.009009009,0,0.009009009,0,0,0.027027027
gut,ERR1135228,0.323843416,0.395017794,0.160142349,0.060498221,0,0,0.003558719,0.007117438,0,0,0,0.049822064
gut,ERR1614695,0.323725055,0.544900222,0.116407982,0.000554324,0,0.005543237,0,0,0.00886918,0,0,0
gut,ERR525734,0.323719512,0.592682927,0.044004065,0.006280488,0,0.031158537,4.07E-05,0.00199187,2.03E-05,0,0,0.000101626
gut,ERR1719060,0.323603528,0.022959541,0.345303094,0.059568809,0,0.093028139,0.000209996,7.00E-05,0.000559989,0.012599748,0.009589808,0.13250735
gut,ERR1778901,0.323580878,0.022957934,0.345348919,0.059564639,0,0.093021628,0.000209981,7.00E-05,0.00055995,0.012598866,0.009589137,0.132498075
gut,SRR5947844,0.323498139,0.415204678,0.230994152,0.015417331,0,0.01143009,0.000531632,0.001594896,0.000265816,0,0,0.001063264
gut,ERR2198620,0.323313177,0.003669999,0.489900018,0.178411064,3.59E-05,0.00184398,0.000323295,5.39E-05,0,0.000161648,5.99E-06,0.002281027
gut,ERR1398259,0.323117431,0.541078187,0.049824303,0.084615161,0,0.000813142,0.000154884,0,0,0.000106483,0,0.000290408
gut,ERR1398224,0.323093751,0.562554122,0.052249214,0.044628777,0,0.011448886,0.000109384,0.005842942,9.12E-06,0,0,6.38E-05
gut,SRR5983469,0.322772157,0.439025868,0.207548313,0.019749197,0.000242321,0.003937723,0.000302902,0.000484643,0.000181741,0.000121161,0,0.005633973
gut,SRR5983395,0.322520245,0.447034593,0.201001732,0.015962178,4.68E-05,0.012076955,0.00014043,0.000514909,4.68E-05,4.68E-05,0,0.000608529
gut,ERR1398122,0.322107647,0.596517854,0.049655763,0.025146109,0,0.0015483,0.000244791,0,1.84E-05,0.004430709,0,0.000330467
gut,ERR1135300,0.321428571,0.321428571,0.285714286,0,0,0,0,0.035714286,0,0,0,0.035714286
gut,ERR525745,0.321029382,0.000217522,0.051351984,0.618934476,0,0.002409477,0,0,0.005822903,0.00020079,0,3.35E-05
gut,ERR1611398,0.320895522,0.019900498,0.161691542,0.286069652,0,0.054726368,0,0,0,0.059701493,0,0.097014925
gut,ERR1135336,0.320754717,0.433962264,0.141509434,0.056603774,0,0,0.009433962,0,0,0,0.009433962,0.028301887
gut,ERR526073,0.320712695,0.197710806,0.069690733,0.371683911,0,0.030560176,8.46E-05,0.00510276,0.003749542,0,0.000225536,0.000479265
gut,ERR2198613,0.320614933,0.601308919,0.036394857,0.010864459,2.70E-05,0.024634026,0.000469785,0.002494722,7.02E-05,0.000253792,0,0.00286731
gut,ERR675660,0.319526627,0.550295858,0.082840237,0.035502959,0,0.00591716,0,0,0,0,0,0.00591716
gut,SRR5983372,0.319039939,0.457262119,0.17996395,0.034152357,0,0.007779148,9.49E-05,0.000758941,0,0.000379471,0,0.000569206
gut,SRR5983315,0.318906606,0.3841306,0.225968109,0.030599848,0,0.003492787,0,0.034700076,0.000303721,0,0,0.001898254
gut,SRR5983429,0.318704064,0.552462617,0.109656163,0.009123933,0,0.003041311,0.003801639,0.002238743,8.45E-05,0.000253443,0,0.000633606
gut,ERR1398195,0.31842586,0.432502661,0.083671506,0.145221195,0,0.003374751,2.32E-05,0,0,0.016683169,4.65E-06,9.30E-05
gut,ERR1135246,0.317991632,0.456066946,0.158995816,0.016736402,0,0.0041841,0.0041841,0.008368201,0.016736402,0,0,0.016736402
gut,ERR1614693,0.317954419,0.545302946,0.119510839,0.000555864,0,0.010005559,0,0,0.006670372,0,0,0
gut,ERR1398125,0.317941914,0.596352931,0.047404151,0.036451322,0,0.001229893,0.000348631,5.81E-05,0,0,0,0.000213052
gut,ERR1135331,0.317307692,0.442307692,0.201923077,0.009615385,0,0,0,0.009615385,0.009615385,0,0,0.009615385
gut,ERR1614694,0.317178244,0.556812062,0.113624125,0,0,0.007539041,0.000538503,0,0.004308024,0,0,0
gut,SRR5983431,0.317018072,0.403237952,0.193900602,0.029743976,0.014683735,0.011295181,0.001129518,0.000753012,0,0.026731928,0,0.001506024
gut,SRR5983274,0.316929134,0.608158355,0.044181977,0.012467192,0,0.012139108,0.000546807,0.00492126,0,0.000109361,0,0.000546807
gut,ERR1611400,0.316783217,0.016783217,0.353846154,0.06993007,0,0.067132867,0,0,0.000699301,0.004895105,0.006293706,0.163636364
gut,SRR5483117,0.316366668,0.080465758,0.242230847,0.157388835,0,0.179035661,0,5.21E-05,5.21E-05,0.018442783,0,0.00596525
gut,ERR658091,0.315907277,0.244291038,0.394146788,0.002816779,0,2.96E-07,0.031889336,0,0.010854286,7.40E-08,0,9.41E-05
gut,ERR1135187,0.315163528,0.270564916,0.245787909,0.018830525,0,0,0.010901883,0.07135778,0.002973241,0,0.005946482,0.058473736
gut,ERR1398178,0.314897526,0.600620862,0.062709198,0.014993612,0,0.001816128,0.000496267,0,0.004403054,2.11E-05,0,4.22E-05
gut,ERR1135253,0.314814815,0.037037037,0.351851852,0.055555556,0,0,0.055555556,0.037037037,0.018518519,0,0,0.12962963
gut,ERR675500,0.314814815,0.5,0.074074074,0.037037037,0,0,0,0.074074074,0,0,0,0
gut,ERR1614698,0.31426985,0.559689062,0.112159911,0,0,0.008883953,0,0,0.004997224,0,0,0
gut,ERR1398159,0.314115106,0.585109498,0.05886053,0.039390118,0,0.001313101,0.000434802,2.90E-05,5.80E-06,1.74E-05,4.93E-05,0.000675392
gut,ERR1398110,0.313871046,0.603205672,0.055902315,0.025281784,0,0.001024118,0.000163617,0.00046055,6.06E-06,2.42E-05,0,6.06E-05
gut,SRR5983467,0.312888889,0.455111111,0.202844444,0.018133333,0,0.009244444,0.000177778,0.000533333,0,0.000177778,0,0.000888889
gut,ERR1611391,0.312591867,0.05144537,0.075453209,0.426261636,0,0.053405194,0,0,0,0.042626164,0,0.038216561
gut,SRR5983301,0.311866126,0.449606998,0.215517241,0.014135396,0,0.007289554,6.34E-05,0.000760649,0,0,0,0.000760649
gut,ERR1614699,0.311617807,0.556460369,0.117263844,0,0,0.007057546,0,0,0.007600434,0,0,0
gut,ERR1223843,0.311408592,0.463769408,0.15238629,0.033014482,0,0.00095528,0.001464763,0.004012177,0.014316465,0.000191056,0.000624116,0.01785737
gut,ERR1398242,0.310910701,0.619338197,0.056324472,0.011222545,0,0.001770968,1.92E-05,0,0.000192496,0,0,0.000221371
gut,ERR526085,0.31084557,0.119900368,0.055025559,0.475498974,0,0.038485332,0,0,0,0,0,0.000244196
gut,ERR1762099,0.310825528,0.507079068,0.117948159,0.001034633,0,0.002722718,0,0.059899804,0,0,0,0.000490089
gut,SRR5415594,0.310363234,0.079001551,0.252230497,0.15345314,0.004372029,0.176126687,0,0,5.08E-05,0.018326936,0,0.006075087
gut,ERR2198690,0.310269879,0.292157218,0.166274226,0.039123347,0.001811266,0.023546459,0,0.006158305,0.000181127,0.159753668,0,0.000724506
gut,ERR1223853,0.310081394,0.482121948,0.147065543,0.021547908,0,0.000985292,0.001642153,0.005026417,0.01162359,0,0.000871055,0.019034699
gut,ERR525940,0.30984127,0.598394024,0.046461251,0.010084034,0,0.020971055,0.000728291,0.013295985,9.34E-05,0,0,0.000130719
gut,ERR675642,0.309774436,0.565413534,0.111278195,0.003007519,0,0.003007519,0,0,0.003007519,0,0,0.004511278
gut,ERR1135227,0.30964467,0.421319797,0.162436548,0.086294416,0,0,0,0,0,0,0,0.020304569
gut,ERR1762101,0.309583928,0.509770557,0.120595016,0.000933143,0,0.003018992,0,0.05582391,0,0,0,0.000274454
gut,SRR5983303,0.309556381,0.458129764,0.201436389,0.01895642,0,0.010308775,4.89E-05,0.000830565,9.77E-05,9.77E-05,0,0.000537424
gut,ERR1398113,0.309551659,0.645497714,0.041311145,0.002092352,0,0.001230247,0.000265622,0,0,9.32E-06,0,4.19E-05
gut,ERR1135212,0.30952381,0.208333333,0.375,0.005952381,0,0.005952381,0.023809524,0.035714286,0.005952381,0,0,0.029761905
gut,ERR1778877,0.309296619,0.016902944,0.407033806,0.053162486,0,0.077153762,0,0.000136314,0,0.004089422,0.042257361,0.089967285
gut,ERR1719036,0.308781484,0.016882233,0.407760381,0.053097345,0,0.077059224,0,0.000136147,0,0.004084411,0.042341729,0.089857046
gut,ERR2198668,0.308076146,0.15435245,0.262270739,0.040708486,0,0.096533826,4.01E-05,0.079490575,0,0.053430723,0,0.005096922
gut,ERR1135267,0.307692308,0.492307692,0.138461538,0.030769231,0,0,0.015384615,0,0,0,0,0.015384615
gut,ERR675625,0.307692308,0.32967033,0.087912088,0.021978022,0,0,0,0.252747253,0,0,0,0
gut,ERR525864,0.307535465,0.61424667,0.039716281,0.023361242,0,0.004793718,2.17E-05,0.010216477,6.51E-05,0,0,4.34E-05
gut,SRR5983316,0.30744249,0.575372124,0.094993234,0.006224628,0,0.011366712,0.000270636,0.002976996,0.000270636,0,0,0.001082544
gut,SRR5947833,0.3072,0.47776,0.17952,0.02048,0,0.01312,0.00032,0.00128,0,0.00032,0,0
gut,ERR1762100,0.306923119,0.513305284,0.115458172,0.001092836,0,0.003497077,5.46E-05,0.058903885,5.46E-05,0,0,0.000710344
gut,ERR1762102,0.306497411,0.515951228,0.116864317,0.000612438,0,0.002839486,5.57E-05,0.056678359,0,0,0,0.000501086
gut,ERR525842,0.305825243,0.106796117,0.373786408,0.097087379,0,0.116504854,0,0,0,0,0,0
gut,ERR2198693,0.305380853,0.003332796,0.375960867,0.210772456,5.38E-05,0.102994141,0.000268774,0,0,0.000268774,0,0.000967586
gut,SRR5983421,0.305342625,0.42775842,0.177584204,0.029036005,0,0.021022067,0.000116144,0.03786295,0,0.000116144,0,0.00116144
gut,ERR1611422,0.30523918,0.002277904,0.462414579,0.095671982,0,0.045558087,0,0.001138952,0,0,0,0.087699317
gut,ERR1719062,0.304891923,0.002275313,0.463026166,0.09556314,0,0.045506257,0,0.001137656,0,0,0,0.087599545
gut,ERR1778903,0.304891923,0.002275313,0.463026166,0.09556314,0,0.045506257,0,0.001137656,0,0,0,0.087599545
gut,ERR1398198,0.304364768,0.571475304,0.055929456,0.063395696,0,0.003819713,0.000582097,0.000303075,4.33E-05,4.81E-06,9.62E-06,7.22E-05
gut,ERR1223836,0.304164374,0.510441509,0.13219287,0.019186082,0,0.001574635,0.001880389,0.003271571,0.011786828,1.53E-05,0.001299456,0.014186999
gut,ERR1398074,0.303924377,0.587295904,0.056853337,0.05095961,0,0.000422515,0.000486966,0,7.16E-06,0,0,5.01E-05
gut,SRR5483101,0.303407039,0.169108723,0.19483172,0.134623923,2.96E-05,0.103247195,0,2.96E-05,0,0.090252494,0,0.004469704
gut,SRR5483115,0.30331898,0.20769012,0.232511375,0.128432727,0,0.080983913,0,2.03E-05,2.03E-05,0.033474163,0,0.013548099
gut,SRR5983433,0.303161438,0.425411708,0.21228513,0.03594182,0,0.012862123,0,0.009376127,0.000240414,0,0,0.000721241
gut,ERR1135221,0.303030303,0.545454545,0.121212121,0.03030303,0,0,0,0,0,0,0,0
gut,ERR526017,0.302891616,0.409343517,0.061249963,0.019198193,0,0.206544028,0.000148593,0,0.000356623,0,0,0.000267467
gut,SRR5983299,0.302732611,0.577405149,0.062104788,0.046973803,0,0.004516712,0,0.002597109,0.001185637,5.65E-05,0,0.002427733
gut,SRR5983297,0.302407878,0.462574044,0.210016155,0.014924225,7.69E-05,0.008616047,0.000307716,0.000461574,7.69E-05,7.69E-05,0,0.000461574
gut,ERR1614697,0.302273988,0.555740433,0.122573489,0.000554631,0,0.009983361,0,0,0.008874099,0,0,0
gut,ERR505091,0.301908464,0.348913236,0.260558403,0.076691995,0,0.001502032,0,0,8.84E-05,0,0,0.010337515
gut,ERR675670,0.301775148,0.591715976,0.088757396,0.00591716,0,0.00591716,0,0,0.00591716,0,0,0
gut,SRR5947862,0.301609619,0.433675943,0.049161253,0.074953942,9.70E-05,0.008242025,0.00019393,0.001066615,0.130320954,0.00019393,0,0.000484825
gut,ERR1223842,0.301402391,0.481949947,0.137652964,0.038074974,0,0.00075233,0.002445074,0.005325089,0.014223748,3.53E-05,0.000834617,0.017303601
gut,SRR5983282,0.30102143,0.564490286,0.091127579,0.034748648,0.000801122,0.004105748,0.00010014,0.001001402,0,0.000300421,0,0.002303225
gut,ERR675510,0.30075188,0.518796992,0.090225564,0.045112782,0,0,0,0.045112782,0,0,0,0
gut,ERR1398177,0.300724934,0.618128798,0.061040253,0.01578639,0,0.003570163,0.000401984,0,0,0,1.36E-05,0.000333851
gut,ERR1719054,0.300691244,0.042626728,0.314516129,0.063364055,0,0.080645161,0,0,0,0.008064516,0.001152074,0.188940092
gut,ERR1778895,0.300691244,0.042626728,0.314516129,0.063364055,0,0.080645161,0,0,0,0.008064516,0.001152074,0.188940092
gut,ERR1611414,0.300578035,0.042774566,0.314450867,0.063583815,0,0.079768786,0,0,0,0.008092486,0.001156069,0.189595376
gut,ERR525907,0.300336449,0.613551402,0.050018692,0.023401869,0,0.012542056,7.48E-05,0,5.61E-05,0,0,1.87E-05
gut,ERR1135347,0.300207039,0.3436853,0.198757764,0.02484472,0,0.002070393,0.00621118,0.004140787,0.004140787,0,0.002070393,0.113871636
gut,ERR675599,0.3,0.566666667,0.116666667,0,0,0,0,0,0,0,0,0.016666667
gut,SRR5983432,0.29933829,0.533665325,0.151852105,0.00136435,0,0.011255884,0.000341087,0.00136435,0,0.000477522,0,0.000341087
gut,SRR5415592,0.299103521,0.205200768,0.238922642,0.126160179,0.00352259,0.080623776,0,1.98E-05,1.98E-05,0.03295007,0,0.013476876
gut,ERR1614696,0.298869144,0.563812601,0.123317178,0.000538503,0,0.00538503,0.000538503,0,0.007539041,0,0,0
gut,ERR878300,0.298780417,0.402182412,0.221707417,0.053579973,0,0.022034195,0.00053685,0,8.17E-05,0.000665227,0,0.000431814
gut,ERR1135277,0.298701299,0.454545455,0.194805195,0,0,0,0.012987013,0,0.012987013,0,0,0.025974026
gut,ERR1223845,0.298459768,0.452619304,0.170349392,0.024216632,0,0.000605794,0.003347014,0.003892229,0.016098987,0,0.001438762,0.028972118
gut,ERR1398240,0.298318034,0.607502126,0.054836203,0.030310585,0,0.008167874,0.000769862,1.47E-05,7.33E-06,0,0,7.33E-05
gut,SRR5983310,0.298299936,0.485657533,0.200502424,0.008938482,0,0.004965823,5.84E-05,0.000350529,0,0.000233686,0,0.000993165
gut,ERR2198694,0.298074605,0.556707244,0.04652284,0.011193805,0,0.078462095,0,0.000828613,1.51E-05,0.00691515,0,0.001280583
