ID,Type,Group,Acidobacteria,Actinobacteria,Alveolata,Amoebozoa,Aquificae,Bacteroidetes,Balneolaeota,Chlamydiae,Chloroflexi,Crenarchaeota,Cyanobacteria,Deinococcus-Thermus,Diplomonadida,dsDNA,dsRNA,Elusimicrobia,environmental,Euglenozoa,Euryarchaeota,Fibrobacteres,Firmicutes,Fungi,Fusobacteria,Gemmatimonadetes,Kiritimatiellaeota,Metazoa,Nanoarchaeota,Nitrospirae,Nucleariidae,Parabasalia,Planctomycetes,Proteobacteria,Retro-transcribing,Rhizaria,Rhodothermaeota,Spirochaetes,ssRNA,Stramenopiles,Synergistetes,Tenericutes,Thaumarchaeota,Thermodesulfobacteria,Thermotogae,unclassified,Verrucomicrobia,Viridiplantae
PF12675,fermitation,1,0,0,0,0,0,0.157142857,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0.057142857,0,0.514285714,0,0,0,0,0,0,0,0,0,0,0.128571429,0,0,0,0.028571429,0,0,0.014285714,0,0,0,0.014285714,0.028571429,0,0
PF13007,fermitation,1,0,0.002564103,0,0,0,0.082051282,0,0,0.002564103,0,0,0,0,0,0,0,0,0,0,0,0.176923077,0,0,0,0,0.01025641,0,0,0,0,0.002564103,0.702564103,0,0.002564103,0,0.005128205,0,0,0,0,0,0,0,0.01025641,0.002564103,0
PF13320,fermitation,1,0,0.136363636,0,0,0,0.386363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212121212,0,0,0,0,0,0,0.007575758,0,0,0.022727273,0.098484848,0,0,0,0,0,0.015151515,0,0.022727273,0,0,0,0.007575758,0.007575758,0.083333333
PF14117,fermitation,1,0,0.575384615,0,0,0,0.178461538,0,0,0.006153846,0,0,0.006153846,0,0,0,0,0,0,0,0,0.003076923,0,0,0.003076923,0,0,0,0,0,0,0.003076923,0.224615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF14192,fermitation,1,0,0.209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651162791,0,0,0,0,0,0,0,0,0,0,0.046511628,0,0,0,0,0,0,0,0,0,0,0.023255814,0.069767442,0,0
PF14198,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0
PF14270,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0
PF14287,fermitation,1,0,0.037735849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905660377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0.037735849,0,0
PF14294,fermitation,1,0,0,0,0,0,0.423728814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262711864,0,0,0,0.008474576,0.008474576,0,0,0,0,0.016949153,0.254237288,0,0,0,0.016949153,0,0,0,0,0,0,0,0.008474576,0,0
PF14311,fermitation,1,0,0.347826087,0,0,0,0.028985507,0,0,0,0,0,0,0,0.043478261,0,0,0,0.115942029,0,0,0.304347826,0,0,0,0,0,0,0,0,0,0.014492754,0.057971014,0.014492754,0,0,0,0.014492754,0.014492754,0,0,0,0,0,0.043478261,0,0
PF14319,fermitation,1,0,0,0,0,0,0.105263158,0,0,0.005847953,0,0,0,0,0,0,0,0,0,0,0.005847953,0.16374269,0,0,0,0.005847953,0,0,0,0,0,0.01754386,0.678362573,0,0,0,0.005847953,0,0,0,0,0,0,0,0.005847953,0,0.005847953
PF16079,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0
fermitation1,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fermitation2,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fermitation3,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fermitation4,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fermitation5,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fermitation6,fermitation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF03374,gut,2,0,0.14516129,0,0,0,0.036290323,0,0,0,0,0,0,0,0.008064516,0,0,0,0,0,0,0.423387097,0,0.004032258,0,0,0.004032258,0,0,0,0,0,0.358870968,0,0,0,0.004032258,0,0,0,0,0,0,0.004032258,0.012096774,0,0
PF03419,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030973451,0,0
PF04070,gut,2,0.003968254,0.011904762,0,0,0,0,0,0.003968254,0,0,0,0,0,0,0,0,0,0,0.015873016,0.003968254,0.777777778,0,0,0,0.003968254,0,0,0,0,0,0,0.146825397,0,0,0,0,0,0,0,0,0,0,0,0.031746032,0,0
PF04404,gut,2,0,0.104347826,0,0,0,0.060869565,0,0,0,0,0,0,0,0.008695652,0,0,0,0,0.008695652,0,0.356521739,0,0,0,0,0.008695652,0,0,0,0,0.008695652,0.426086957,0,0,0,0,0,0,0,0.008695652,0,0,0,0.008695652,0,0
PF04647,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03968254,0,0
PF04854,gut,2,0,0.298932384,0,0,0,0,0,0,0.007117438,0,0,0,0,0,0,0,0,0,0.017793594,0,0.619217082,0.003558719,0,0,0,0,0,0,0,0,0,0.017793594,0,0,0,0.003558719,0,0,0,0.007117438,0,0,0,0.024911032,0,0
PF04883,gut,2,0.003134796,0.072100313,0,0,0.003134796,0.015673981,0,0,0.012539185,0,0.003134796,0,0,0.003134796,0,0,0,0,0.009404389,0,0.467084639,0,0,0,0,0,0,0,0,0,0.009404389,0.376175549,0,0,0,0.003134796,0,0,0.003134796,0,0,0,0.006269592,0.012539185,0,0
PF05105,gut,2,0,0.038834951,0,0,0,0.140776699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766990291,0,0.004854369,0,0,0,0,0,0,0,0,0.019417476,0,0,0,0,0,0,0,0,0,0,0.004854369,0.024271845,0,0
PF06135,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0
PF06541,gut,2,0,0.137681159,0,0,0,0,0,0,0.007246377,0,0,0,0,0,0,0,0,0,0,0,0.688405797,0,0.007246377,0,0,0.043478261,0,0,0,0,0,0.043478261,0,0,0,0.02173913,0,0,0,0.007246377,0,0,0,0.043478261,0,0
PF06810,gut,2,0,0.029411765,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0.911764706,0,0,0,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0
PF06961,gut,2,0,0.029513889,0,0.001736111,0,0.100694444,0,0,0.003472222,0,0,0.001736111,0,0,0,0,0,0,0.003472222,0,0.432291667,0.008680556,0,0,0,0.001736111,0,0,0,0,0.003472222,0.392361111,0,0,0,0,0,0,0.001736111,0.001736111,0,0,0,0.010416667,0.005208333,0.001736111
PF07441,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.911764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016806723,0,0
PF07550,gut,2,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
PF08346,gut,2,0,0.012658228,0,0,0,0.063291139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392405063,0,0,0,0,0,0,0,0,0,0,0.46835443,0,0,0,0,0,0,0.012658228,0,0,0,0.012658228,0.037974684,0,0
PF09524,gut,2,0,0.017857143,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678571429,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0
PF09548,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97235023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02764977,0,0
PF09579,gut,2,0,0.102473498,0,0,0,0.049469965,0,0,0.003533569,0,0,0,0,0,0,0,0.003533569,0,0.035335689,0.003533569,0.763250883,0,0,0,0,0,0,0,0,0,0,0.014134276,0,0,0,0,0,0,0,0,0,0,0,0.024734982,0,0
PF11842,gut,2,0,0.009950249,0,0,0,0.146766169,0,0,0.002487562,0,0,0,0,0,0,0,0,0,0.007462687,0,0.174129353,0,0.002487562,0,0,0.002487562,0,0,0,0,0.009950249,0.592039801,0,0,0,0.012437811,0,0,0.004975124,0,0,0,0.009950249,0.02238806,0.002487562,0
PF12392,gut,2,0,0.011904762,0,0,0.005952381,0.130952381,0,0,0.00297619,0,0.00297619,0.011904762,0,0,0,0,0,0,0.029761905,0.00297619,0.413690476,0,0.005952381,0.00297619,0,0.005952381,0,0,0,0,0.014880952,0.285714286,0,0,0,0.005952381,0,0,0,0.00297619,0,0,0,0.029761905,0.017857143,0.014880952
PF12476,gut,2,0,0.195121951,0,0,0,0.195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085365854,0,0,0,0,0.012195122,0,0.012195122,0,0,0,0.451219512,0,0,0,0,0,0,0,0.012195122,0,0,0,0.024390244,0.012195122,0
PF12672,gut,2,0,0.021052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863157895,0,0,0,0,0,0,0,0,0,0,0.031578947,0,0,0,0.021052632,0,0,0.010526316,0,0,0,0,0.052631579,0,0
PF12733,gut,2,0,0.086614173,0,0,0,0.141732283,0,0,0.007874016,0,0,0,0,0,0,0,0,0,0,0,0.582677165,0.007874016,0,0,0,0.039370079,0,0,0,0,0,0.05511811,0,0,0,0,0,0,0,0.015748031,0,0,0,0.047244094,0,0.015748031
PF12810,gut,2,0,0.119565217,0,0,0,0.097826087,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913,0,0.043478261,0.097826087,0,0,0,0.413043478,0,0,0,0.010869565,0,0.130434783,0,0.010869565,0,0,0,0.043478261,0,0,0,0,0,0,0.010869565,0
PF12957,gut,2,0,0.458333333,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354166667,0,0,0,0,0,0,0,0,0,0,0.104166667,0,0,0,0.020833333,0,0,0,0,0,0,0,0.020833333,0,0
PF13151,gut,2,0,0.06,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0,0
PF13250,gut,2,0,0.389380531,0,0,0,0.10619469,0,0,0,0,0,0,0,0,0,0,0,0,0.017699115,0,0.150442478,0,0,0,0,0,0,0,0,0,0,0.318584071,0,0,0,0,0,0,0,0,0,0,0,0.008849558,0.008849558,0
PF13707,gut,2,0,0.337423313,0,0,0,0.257668712,0,0,0.012269939,0,0,0,0,0,0,0,0,0,0.006134969,0,0.202453988,0,0,0,0,0,0,0,0,0,0.006134969,0.141104294,0,0,0,0,0,0,0.006134969,0.006134969,0,0,0,0.024539877,0,0
PF13711,gut,2,0.010471204,0.041884817,0,0,0,0.141361257,0.005235602,0,0.010471204,0,0,0.010471204,0,0,0,0,0,0,0,0.005235602,0.104712042,0,0,0.005235602,0.005235602,0,0,0.015706806,0,0,0.010471204,0.596858639,0,0,0,0.010471204,0,0,0,0,0,0.005235602,0.005235602,0.010471204,0.005235602,0
PF13780,gut,2,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0
PF14018,gut,2,0,0.304347826,0,0,0,0.108695652,0,0,0,0.010869565,0,0,0,0,0,0,0,0,0.032608696,0,0.358695652,0,0,0,0,0,0,0,0,0,0,0.141304348,0,0,0,0,0,0,0.010869565,0,0,0,0,0.032608696,0,0
PF14020,gut,2,0,0.463276836,0,0,0,0.15819209,0,0,0.005649718,0,0,0,0,0,0,0,0,0,0,0,0.192090395,0,0.005649718,0,0,0,0,0,0,0,0,0.169491525,0,0,0,0,0,0,0,0,0,0,0,0.005649718,0,0
PF14055,gut,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF14056,gut,2,0,0,0,0,0,0.054347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402173913,0,0,0,0,0,0,0,0,0,0,0.47826087,0,0,0,0,0,0,0,0,0,0,0,0.065217391,0,0
PF14070,gut,2,0,0,0,0,0,0,0,0,0.009852217,0,0,0,0,0,0,0,0,0,0,0,0.536945813,0,0,0,0,0,0,0,0,0,0,0.418719212,0,0,0,0.009852217,0,0,0.009852217,0,0,0,0,0.014778325,0,0
PF14253,gut,2,0,0.072164948,0,0,0,0.515463918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278350515,0,0,0,0,0,0,0,0,0,0,0.134020619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF14265,gut,2,0,0.132352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0,0,0,0,0,0,0,0,0,0.014705882,0.014705882,0,0,0,0,0,0,0.014705882,0,0,0,0.029411765,0,0,0
PF14267,gut,2,0.004926108,0.221674877,0,0,0,0.15270936,0,0.004926108,0,0,0,0.019704433,0,0,0,0,0,0,0,0,0.142857143,0,0,0.004926108,0,0,0,0,0,0,0.004926108,0.413793103,0,0,0,0,0,0,0.009852217,0,0,0,0,0.014778325,0,0.004926108
PF14276,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0
PF14284,gut,2,0,0,0,0,0,0.34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.01,0.36,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
PF14297,gut,2,0,0.04,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
PF14317,gut,2,0.003144654,0.191823899,0,0,0,0.273584906,0,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0.251572327,0,0,0,0,0,0,0,0,0,0.003144654,0.248427673,0,0,0,0,0,0,0,0.003144654,0,0,0,0.012578616,0.006289308,0
PF14343,gut,2,0.012738854,0.012738854,0,0,0,0.267515924,0,0,0,0,0,0.044585987,0,0,0,0,0,0,0.006369427,0,0.369426752,0,0,0.006369427,0,0,0,0,0,0,0.006369427,0.203821656,0,0,0,0.006369427,0,0,0,0,0,0,0.031847134,0.031847134,0,0
PF14393,gut,2,0,0.105263158,0,0,0,0.136842105,0,0,0.010526316,0,0,0,0,0,0,0,0,0,0.010526316,0,0.452631579,0,0,0,0,0,0,0,0,0,0,0.242105263,0,0,0,0,0,0,0,0.010526316,0,0,0,0.031578947,0,0
PF14480,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976588629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0,0,0.02006689,0,0
PF14897,gut,2,0,0.047169811,0,0,0,0.364779874,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273584906,0,0.003144654,0,0,0,0,0,0,0,0.003144654,0.286163522,0,0,0,0.006289308,0,0,0,0,0,0,0,0.012578616,0,0
PF17103,gut,2,0,0.641975309,0,0.012345679,0,0.030864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0.117283951,0,0,0,0.104938272,0,0,0.00617284,0,0,0.024691358,0,0.00617284,0,0,0,0.030864198,0,0,0,0,0,0.00617284,0,0
gut1,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gut2,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gut3,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gut4,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gut5,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gut6,gut,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF02467,lake,3,0,0.995337995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002331002,0,0,0,0,0,0,0,0,0,0.002331002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF04028,lake,3,0.02739726,0,0,0,0.01826484,0,0,0.00456621,0,0,0,0,0,0,0,0.00456621,0,0,0,0.00456621,0.02283105,0,0.00456621,0.00456621,0,0,0,0.01826484,0,0,0.02739726,0.821917808,0,0,0,0.00456621,0,0,0,0,0,0,0,0,0.03196347,0.00456621
PF05598,lake,3,0.002610966,0.082245431,0,0,0,0.134464752,0.001305483,0,0.007832898,0,0.002610966,0.001305483,0,0,0,0,0.001305483,0,0.019582245,0,0.22845953,0.001305483,0,0,0,0.006527415,0,0.003916449,0,0,0.003916449,0.488250653,0,0,0,0.003916449,0,0,0.001305483,0,0,0.001305483,0,0.006527415,0.001305483,0
PF06698,lake,3,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99378882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF07120,lake,3,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
PF07593,lake,3,0.013513514,0.108108108,0,0.002702703,0,0.386486486,0.002702703,0,0.005405405,0,0,0,0,0,0,0,0,0,0.024324324,0,0,0,0,0.005405405,0.002702703,0.005405405,0,0,0,0,0.018918919,0.410810811,0,0,0.005405405,0,0,0,0,0,0,0,0,0,0.005405405,0.002702703
PF07624,lake,3,0.021276596,0,0,0,0,0.14893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0.127659574,0.574468085,0,0,0,0,0,0,0,0,0,0,0,0,0.085106383,0.021276596
PF07626,lake,3,0.018518519,0,0,0,0,0.12962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0.111111111,0.62962963,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0.018518519
PF07627,lake,3,0.017241379,0,0,0,0,0.120689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379,0,0,0,0,0,0,0.103448276,0.655172414,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0.017241379
PF07631,lake,3,0.01754386,0,0,0,0,0.122807018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0.105263158,0.649122807,0,0,0,0,0,0,0,0,0,0,0,0,0.070175439,0.01754386
PF07637,lake,3,0.018181818,0,0,0,0,0.127272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0.109090909,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0.072727273,0.018181818
PF07659,lake,3,0,0,0,0,0,0.964664311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010600707,0,0,0,0,0,0,0,0,0,0,0.024734982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF08707,lake,3,0,0.006622517,0,0,0,0.185430464,0,0,0,0,0.006622517,0,0,0.033112583,0,0,0,0.052980132,0,0,0.079470199,0,0,0,0,0,0,0,0,0,0.006622517,0.59602649,0.006622517,0,0,0,0.006622517,0,0,0,0,0,0,0.013245033,0,0.006622517
PF08734,lake,3,0.005464481,0.366120219,0,0,0.016393443,0.016393443,0,0,0.016393443,0,0.005464481,0.010928962,0,0,0,0,0.005464481,0,0.081967213,0,0,0,0,0,0,0,0,0.010928962,0,0,0.010928962,0.431693989,0,0,0,0.005464481,0,0,0,0,0,0.005464481,0,0,0,0.010928962
PF08899,lake,3,0.089552239,0.104477612,0,0,0,0,0.014925373,0,0,0,0,0.059701493,0,0,0,0.014925373,0,0,0,0,0,0,0,0,0,0,0,0.059701493,0,0,0.074626866,0.52238806,0,0,0,0.014925373,0,0,0,0,0,0.029850746,0,0,0.014925373,0
PF09493,lake,3,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
PF09656,lake,3,0,0.784660767,0,0,0,0.002949853,0,0.002949853,0,0,0,0,0,0,0,0,0,0,0,0,0.017699115,0,0,0,0,0,0,0.008849558,0,0,0.014749263,0.162241888,0,0,0,0.002949853,0,0,0,0,0,0,0,0,0.002949853,0
PF09720,lake,3,0.007092199,0.04964539,0,0,0,0.269503546,0.007092199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0.007092199,0.007092199,0,0,0.014184397,0,0,0.035460993,0.531914894,0,0,0,0.007092199,0,0,0,0,0,0,0,0.007092199,0.028368794,0.007092199
PF09834,lake,3,0,0,0,0,0,0.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0.023529412,0,0.005882353,0,0,0.002941176,0,0,0,0,0,0,0,0.688235294,0,0,0,0,0,0.002941176,0,0,0,0,0,0.002941176,0.005882353,0.002941176
PF09838,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997732426,0,0,0,0,0,0,0,0,0,0,0,0.002267574,0,0
PF10985,lake,3,0,0,0,0,0,0.697435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0.297435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF11137,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0.993265993,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0
PF11174,lake,3,0,0.004424779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991150442,0,0,0,0,0,0,0,0,0,0,0,0.004424779,0,0
PF11697,lake,3,0.008333333,0.05,0,0,0,0.025,0,0,0.008333333,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0.008333333,0,0,0,0,0,0,0,0.85,0,0.008333333,0,0,0,0.008333333,0,0,0,0,0,0,0,0.016666667
PF13455,lake,3,0,0.08,0,0,0,0.16,0,0,0,0,0,0,0,0.006666667,0.006666667,0,0,0,0.006666667,0,0.026666667,0.446666667,0,0,0,0.006666667,0,0,0,0,0.02,0.22,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0.006666667,0
PF13937,lake,3,0,0.010714286,0,0,0.001785714,0.142857143,0.001785714,0,0.001785714,0.003571429,0.003571429,0.005357143,0,0,0,0,0,0,0.042857143,0,0.085714286,0,0,0,0,0,0,0,0,0,0,0.694642857,0,0,0.001785714,0,0,0,0,0,0,0.001785714,0,0.001785714,0,0
PF14216,lake,3,0,0.5,0,0.009433962,0,0.009433962,0,0,0,0,0,0,0,0.094339623,0,0,0,0,0,0,0.009433962,0.037735849,0,0,0,0,0,0,0,0,0,0.330188679,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0
PF14255,lake,3,0.003546099,0,0,0,0,0.226950355,0.003546099,0,0,0,0.003546099,0,0,0,0,0,0,0,0,0,0,0,0,0.007092199,0,0,0,0,0,0,0.014184397,0.719858156,0,0,0.007092199,0,0,0,0,0,0,0,0,0,0.010638298,0.003546099
PF14261,lake,3,0,0.019607843,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0.431372549,0,0,0,0,0,0,0,0,0,0,0.529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF16277,lake,3,0.020408163,0.265306122,0,0,0,0.163265306,0.020408163,0,0,0,0.020408163,0.040816327,0,0,0,0,0,0,0,0,0.12244898,0,0,0,0,0,0,0.020408163,0,0,0.020408163,0.306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lake1,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lake2,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lake3,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lake4,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lake5,lake,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
